waktu,filtering,tweets,polarity_score,polarity
2022-04-04 23:17:13,"['hrt', 'peran', 'daerah', 'butuh', 'ekonomi', 'nasional', 'pulihstabil', 'bijak', 'gas', 'rem', 'amp']",hrt peran daerah butuh ekonomi nasional pulihstabil bijak gas rem amp,-15,0
2022-04-04 23:00:19,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micr']",bijak gas rem komando pusat daerah terap ppkm micr,-7,0
2022-04-04 21:38:02,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'man']",bijak gas rem komando pusat daerah terap ppkm micro man,-8,0
2022-04-04 14:06:14,"['ppkm', 'masker', 'lapis', 'jaga', 'jarak', 'improvisasi', 'bijak', 'absurd', 'milik']",ppkm masker lapis jaga jarak improvisasi bijak absurd milik,0,1
2022-04-04 00:13:41,"['dukung', 'bijak', 'ppkm', 'ppkm', 'bukti', 'cegah', 'tular', 'virus', 'covid', 'indonesia']",dukung bijak ppkm ppkm bukti cegah tular virus covid indonesia,-4,0
2022-04-03 23:53:12,"['bonus', 'demografi', 'tka', 'cina', 'bijak', 'bebas', 'viskal', '', 'rakyat', 'disuru']",bonus demografi tka cina bijak bebas viskal  rakyat disuru,-4,0
2022-04-03 10:00:00,"['edar', 'kabar', 'bijak', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hapus']",edar kabar bijak batas giat masyarakat ppkm level hapus,-6,0
2022-12-22 06:10:04,"['saleh', 'daulay', 'tanggap', 'rencana', 'cabut', 'status', 'ppkm', 'jokowi']",saleh daulay tanggap rencana cabut status ppkm jokowi,-4,0
2022-12-22 06:09:15,"['situasi', 'betapa', 'sulit']",situasi betapa sulit,4,1
2022-12-22 06:09:14,"['jokowi', 'turun', 'angka', 'situasi', 'kian', 'kendali', 'jokowi']",jokowi turun angka situasi kian kendali jokowi,-2,0
2022-12-22 06:09:13,"['klaim', 'situasi', 'sulit', 'kelola']",klaim situasi sulit kelola,0,1
2022-12-22 06:09:12,"['untung', 'tenang', 'gugup', 'gelagap', 'jokowi']",untung tenang gugup gelagap jokowi,-1,0
2022-12-22 06:09:10,"['muncul', 'varian', 'omicron', 'tembus', 'ribu', 'puncak']",muncul varian omicron tembus ribu puncak,-3,0
2022-12-22 06:09:09,['cerita'],cerita,-2,0
2022-12-22 06:09:07,"['persen', 'menteri', 'saran', 'lockdown', 'masyarakat']",persen menteri saran lockdown masyarakat,1,1
2022-12-22 06:09:05,"['jokowi', 'cerita', 'tolak', 'bijak', 'lockdown', 'varian', 'delta', 'indonesia']",jokowi cerita tolak bijak lockdown varian delta indonesia,-8,0
2022-12-22 06:09:03,"['tahun', 'henti', 'psbb', 'batas', 'sosial', 'skala', 'ppkm']",tahun henti psbb batas sosial skala ppkm,-3,0
2022-12-22 06:09:02,"['komisi', 'ix', 'perintah', 'arah', 'pergi', 'ppkm']",komisi ix perintah arah pergi ppkm,-2,0
2022-12-22 06:09:02,"['umum', 'jokowi', 'susul', 'landai']",umum jokowi susul landai,1,1
2022-12-22 06:09:01,"['jalan', 'bijak', 'batas', 'giat', 'masyarakat', 'ppkm']",jalan bijak batas giat masyarakat ppkm,-4,0
2022-12-22 06:09:00,"['presiden', 'joko', 'widodo', 'sinyal', 'cabut', 'batas', 'sosial', 'akibat', 'covid']",presiden joko widodo sinyal cabut batas sosial akibat covid,-3,0
2022-12-22 06:08:30,"['ongo', 'jaman', 'ppkm', 'lebih baik', 'follback', '']",ongo jaman ppkm lebih baik follback ,-1,0
2022-12-22 06:05:58,"['ppkm', 'iya', 'meg', 'planga', 'plongo', 'kayak', 'meong']",ppkm iya meg planga plongo kayak meong,-3,0
2022-12-22 06:04:33,"['nia', 'jokowi', 'tahun', 'perintah', 'pergi', 'ppkm', 'desember', 'ibuibu', 'snowdrop', 'hug', 'me']",nia jokowi tahun perintah pergi ppkm desember ibuibu snowdrop hug me,-2,0
2022-12-22 06:00:00,"['pakar', 'sehat', 'iakmi', 'imbau', 'bijak', 'hapus', 'ppkm', 'tunggu', 'februari']",pakar sehat iakmi imbau bijak hapus ppkm tunggu februari,-3,0
2022-12-22 05:47:44,"['jokowi', 'henti', 'ppkm', 'gugat', 'rakyat', 'gugat', 'link']",jokowi henti ppkm gugat rakyat gugat link,-4,0
2022-12-22 05:44:31,"['dorant', 'beda', 'tepung', 'tepung', 'serba', 'serba', 'salah', 'ppkm', 'pl']",dorant beda tepung tepung serba serba salah ppkm pl,-6,0
2022-12-22 05:38:52,"['jaman', 'ppkm']",jaman ppkm,-2,0
2022-12-22 05:36:21,"['ppkm', 'plonga', 'plongo', 'kayak', 'meong']",ppkm plonga plongo kayak meong,-3,0
2022-12-22 05:36:20,"['ppkm', 'kiss']",ppkm kiss,0,1
2022-12-22 05:35:03,"['jokowi', 'ppkm', 'henti', 'tahun']",jokowi ppkm henti tahun,-4,0
2022-12-22 05:34:00,"['henti', 'ppkm', 'tanda', 'landa', 'covid']",henti ppkm tanda landa covid,-6,0
2022-12-22 05:31:34,"['jokowi', 'setop', 'ppkm', 'situasi', 'covid', 'indonesia']",jokowi setop ppkm situasi covid indonesia,0,1
2022-12-22 05:29:44,"['covid', 'landai', 'jokowi', 'tahun', 'ppkm', 'henti']",covid landai jokowi tahun ppkm henti,-4,0
2022-12-22 05:27:44,"['stock', 'sarpras', 'butuh', 'medis', 'covid', 'habis', 'ppkm', 'alhamdulillah', 'par']",stock sarpras butuh medis covid habis ppkm alhamdulillah par,0,1
2022-12-22 05:25:58,"['tahun', 'perintah', 'ppkm', 'henti']",tahun perintah ppkm henti,-4,0
2022-12-22 05:23:32,"['bangun', 'tidur', 'siang', 'tbtb', 'sedihh', 'iya', 'allah', 'beneran', 'demis', 'bem', 'fisip', 'iya', 'tidak ada uang', 'habis', 'nongs']",bangun tidur siang tbtb sedihh iya allah beneran demis bem fisip iya tidak ada uang habis nongs,8,1
2022-12-22 05:18:33,"['peluang', 'ppkm', 'cabut', 'idi', 'waspada']",peluang ppkm cabut idi waspada,-5,0
2022-12-22 05:13:46,"['jokowi', 'henti', 'ppkm', 'gugat', 'rakyat', 'gugat', 'link', '']",jokowi henti ppkm gugat rakyat gugat link ,-4,0
2022-12-22 05:13:08,"['jokowi', 'pergi', 'ppkm', 'epidemiolog', 'status', 'darurat', 'covid']",jokowi pergi ppkm epidemiolog status darurat covid,-5,0
2022-12-22 05:09:02,"['ppkm', 'henti', 'dpr', 'euforia']",ppkm henti dpr euforia,-4,0
2022-12-22 05:00:55,"['tahun', 'ppkm', 'iya', 'pas', 'kemarin', 'nikah', 'ppkm']",tahun ppkm iya pas kemarin nikah ppkm,2,1
2022-12-22 05:00:23,"['cabut', 'ppkm', 'nkri', 'prokes', 'terap', 'meng']",cabut ppkm nkri prokes terap meng,-5,0
2022-12-22 04:59:30,"['hero', 'ppkm', 'sakit', 'banget']",hero ppkm sakit banget,-5,0
2022-12-22 04:57:31,"['presiden', 'ri', 'wacana', 'henti', 'ppkm', 'tahun']",presiden ri wacana henti ppkm tahun,-4,0
2022-12-22 04:56:49,"['mponn', 'alhamdulillah', 'kabar', 'covid', 'indonesia', 'landai', 'ppkm']",mponn alhamdulillah kabar covid indonesia landai ppkm,4,1
2022-12-22 04:56:45,"['pandemi', 'iring', 'turun', 'positif', 'covid', 'indonesia', 'ppkm', 'seg']",pandemi iring turun positif covid indonesia ppkm seg,-3,0
2022-12-22 04:56:42,"['tinggal', 'tunggu', 'kaji', 'kemenkes', 'presiden', 'jokowi', 'teken', 'putus', 'henti', 'ppkm', 'pa']",tinggal tunggu kaji kemenkes presiden jokowi teken putus henti ppkm pa,-7,0
2022-12-22 04:56:40,"['adeljkt', 'ppkm']",adeljkt ppkm,0,1
2022-12-22 04:55:37,"['alhamdulillah', 'jokowi', 'ppum', 'payung', 'hukum']",alhamdulillah jokowi ppum payung hukum,5,1
2022-12-22 04:55:20,"['kabar', 'presiden', 'jokowi', 'sinyal', 'ppkm', 'selesai', 'pandemi', 'tahun', 'tinggal', 'tunggu', 'hasil', 'kaji']",kabar presiden jokowi sinyal ppkm selesai pandemi tahun tinggal tunggu hasil kaji,3,1
2022-12-22 04:54:38,"['asa', 'saiki', 'bmkg', 'ppkm', 'neh']",asa saiki bmkg ppkm neh,1,1
2022-12-22 04:53:27,"['tahun', 'ppkm', 'indonesia', 'henti', 'epedemiolog', 'prediksi', 'juta', 'duduk', 'china', 'covid', 'da']",tahun ppkm indonesia henti epedemiolog prediksi juta duduk china covid da,0,1
2022-12-22 04:52:38,"['event', 'ppkm', 'iya']",event ppkm iya,0,1
2022-12-22 04:52:31,"['iyah', 'ppkm', 'tertawa', 'nuna', 'dideketin', 'lepas']",iyah ppkm tertawa nuna dideketin lepas,3,1
2022-12-22 04:50:51,"['minggu', 'ppkm', 'cabut', 'ppkm', 'anak', 'krl', 'kaya']",minggu ppkm cabut ppkm anak krl kaya,-5,0
2022-12-22 04:50:51,"['idul', 'fitri', 'muncul', 'wacana', 'ppkm', 'basi']",idul fitri muncul wacana ppkm basi,-10,0
2022-12-22 04:49:33,"['ragu', 'terap', 'cabut', 'bijak', 'ppkm', 'relevan', 'situasi', 'duduk', 'indonesia', 'tingkat']",ragu terap cabut bijak ppkm relevan situasi duduk indonesia tingkat,-8,0
2022-12-22 04:48:30,"['ppkm', 'henti', 'meeting', 'online', 'pleaseeeee']",ppkm henti meeting online pleaseeeee,-4,0
2022-12-22 04:48:24,"['banget', 'kucing', 'scabies', 'salep', 'semprot', 'sembuh', 'minggu', 'tumbuh']",banget kucing scabies salep semprot sembuh minggu tumbuh,-1,0
2022-12-22 04:47:59,"['tinggal', 'tunggu', 'kaji', 'kemenkes', 'presiden', 'jokowi', 'teken', 'putus', 'henti', 'ppkm']",tinggal tunggu kaji kemenkes presiden jokowi teken putus henti ppkm,-2,0
2022-12-22 04:47:10,"['perintah', 'arah', 'imbau', 'masyarakat', 'jaga', 'sehat', 'prog']",perintah arah imbau masyarakat jaga sehat prog,-1,0
2022-12-22 04:47:04,"['presiden', 'jokowi', 'rencana', 'bijak', 'batas', 'giat', 'masyarakat', 'ppkm', 'indonesia']",presiden jokowi rencana bijak batas giat masyarakat ppkm indonesia,-3,0
2022-12-22 04:46:27,"['pandemi', 'iring', 'turun', 'positif', 'covid', 'indonesia', 'ppkm']",pandemi iring turun positif covid indonesia ppkm,-3,0
2022-12-22 04:45:09,"['kabar', 'presiden', 'jokowi', 'sinyal', 'ppkm', 'selesai', 'pandemi', 'tahun', 'tinggal', 'tunggu', 'hasil']",kabar presiden jokowi sinyal ppkm selesai pandemi tahun tinggal tunggu hasil,-1,0
2022-12-22 04:45:08,"['isyarat', 'pergi', 'ppkm', 'demokrat', 'dorong', 'jokowi', 'umum', 'indonesia', 'bebas', 'covid']",isyarat pergi ppkm demokrat dorong jokowi umum indonesia bebas covid,-5,0
2022-12-22 04:45:03,"['koko', 'kemarin', 'jokowi', 'bilang', 'tahun', 'henti', 'ppkm']",koko kemarin jokowi bilang tahun henti ppkm,-4,0
2022-12-22 04:45:01,"['mantap', 'jokowi', 'payung', 'hukum', 'henti', 'ppkm', 'indonesia']",mantap jokowi payung hukum henti ppkm indonesia,1,1
2022-12-22 04:44:35,"['kayak', 'planga', 'plongo', 'ppkm', '']",kayak planga plongo ppkm ,-3,0
2022-12-22 04:43:48,"['alhamdulillah', 'kabar', 'covid', 'indonesia', 'landai', 'ppkm']",alhamdulillah kabar covid indonesia landai ppkm,4,1
2022-12-22 04:43:05,"['alhamdulillah', 'iya', 'jokowi', 'udha', 'bilang', 'kode', 'covid', 'akh']",alhamdulillah iya jokowi udha bilang kode covid akh,2,1
2022-12-22 04:39:10,"['presiden', 'hasil', 'kaji', 'menteri', 'sehat', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'seba']",presiden hasil kaji menteri sehat menteri koordinator bidang ekonomi seba,15,1
2022-12-22 04:37:28,"['perintah', 'rencana', 'setop', 'ppkm', 'tahun', 'sebar', 'kovid', 'indonesia', 'ken']",perintah rencana setop ppkm tahun sebar kovid indonesia ken,-2,0
2022-12-22 04:36:55,"['presiden', 'joko', 'widodo', 'sinyal', 'cabut', 'atur', 'ppkm', 'indonesia', 'tahun', '']",presiden joko widodo sinyal cabut atur ppkm indonesia tahun ,-2,0
2022-12-22 04:36:49,"['presiden', 'terbit', 'payung', 'hukum', 'henti', 'ppkm', 'upa', 'putus', 'presiden', 'keppres']",presiden terbit payung hukum henti ppkm upa putus presiden keppres,2,1
2022-12-22 04:36:38,"['jokowi', 'tahun', 'perintah', 'pergi', 'ppkm', 'desember', 'ibuibu', 'snowdrop', 'hug', 'me']",jokowi tahun perintah pergi ppkm desember ibuibu snowdrop hug me,-2,0
2022-12-22 04:35:52,"['untung', 'tenang', 'gugup', 'gelagap', 'jokowi', 'klaim', 'situasi', 'yan']",untung tenang gugup gelagap jokowi klaim situasi yan,-1,0
2022-12-22 04:34:52,"['perintah', 'rencana', 'setop', 'batas', 'giat', 'masyarakat', 'ppkm', 'tahun', 'iring', 'ter']",perintah rencana setop batas giat masyarakat ppkm tahun iring ter,-5,0
2022-12-22 04:34:34,"['presiden', 'jokowi', 'sinyal', 'cabut', 'batas', 'sosial', 'akibat', 'covid', 'susul', 'seka']",presiden jokowi sinyal cabut batas sosial akibat covid susul seka,-3,0
2022-12-22 04:34:02,"['hah', 'ppkm']",hah ppkm,0,1
2022-12-22 04:33:56,"['airlangga', 'hartarto', 'tahun', 'terahir', 'indonesia', 'alami', 'turun', 'tular', 'covid']",airlangga hartarto tahun terahir indonesia alami turun tular covid,-9,0
2022-12-22 04:33:46,"['ppkm', 'pusing', 'pusing', 'macarinleesoohyuk']",ppkm pusing pusing macarinleesoohyuk,-8,0
2022-12-22 04:33:31,"['presiden', 'jokowi', 'pergi', 'bijak', 'ppkm', 'epidemiolog', 'ragu', 'relevan', 'situasi', 'duduk', 'indones']",presiden jokowi pergi bijak ppkm epidemiolog ragu relevan situasi duduk indones,-3,0
2022-12-22 04:32:19,"['perintah', 'pergi', 'ppkm', 'epidemiolog', 'jamin', 'pandemi', 'kendali', 'mobilitas']",perintah pergi ppkm epidemiolog jamin pandemi kendali mobilitas,-12,0
2022-12-22 04:31:03,"['sadar', 'buku', 'mayat', 'bangkit', 'serang', 'lengan', 'buntung', 'mayatmayat', 'ppkm', 'plongapl']",sadar buku mayat bangkit serang lengan buntung mayatmayat ppkm plongapl,-14,0
2022-12-22 04:30:27,"['keluh', 'admin', 'ppkm']",keluh admin ppkm,0,1
2022-12-22 04:29:00,"['vaksin', 'indonesia', 'bebas', 'covid', 'bebas', 'ppkm', 'daerah']",vaksin indonesia bebas covid bebas ppkm daerah,-8,0
2022-12-22 04:27:45,"['gober', 'dokter', 'ikan', 'juru', 'parkir', 'empropjuber', 'sebentar', 'ngetweet', 'buru', 'gegabah', 'presiden']",gober dokter ikan juru parkir empropjuber sebentar ngetweet buru gegabah presiden,-5,0
2022-12-22 04:27:14,"['presiden', 'joko', 'widodo', 'jokowi', 'indonesia', 'bijak', 'batas', 'sosial', 'skala', 'bes']",presiden joko widodo jokowi indonesia bijak batas sosial skala bes,3,1
2022-12-22 04:25:02,"['jokowi', 'pergi', 'ppkm', 'psbb']",jokowi pergi ppkm psbb,-2,0
2022-12-22 04:22:28,"['minggu', 'tutup', 'desember', 'libur', 'tenang', 'nomor', 'ppkm', 'ketat', 'habis', 'waktu', 'keluarga']",minggu tutup desember libur tenang nomor ppkm ketat habis waktu keluarga,3,1
2022-12-22 04:20:16,"['ppkm', 'plonga', 'plongo', 'kaya']",ppkm plonga plongo kaya,0,1
2022-12-22 04:15:16,"['covid', 'gantung', 'putus', 'politik', 'rezim', 'rezim', 'dengar', 'ahli', 'pandemi', 'viro']",covid gantung putus politik rezim rezim dengar ahli pandemi viro,-9,0
2022-12-22 04:12:27,"['ppkm', 'henti', 'perintah', 'tanggung', 'biaya', 'obat', 'covid']",ppkm henti perintah tanggung biaya obat covid,-9,0
2022-12-22 04:12:00,"['senang', 'ppkm', 'negara', 'ngajuin', 'anggar', 'ribu', 'biar', 'ngutang', 'da']",senang ppkm negara ngajuin anggar ribu biar ngutang da,4,1
2022-12-22 04:11:00,"['presiden', 'isyarat', 'batas', 'giat', 'masyarakat', 'ppkm', 'indonesia']",presiden isyarat batas giat masyarakat ppkm indonesia,0,1
2022-12-22 04:07:59,"['cabut', 'ppkm', 'perintah', 'lapang', 'dada', 'korban', 'kipi', 'alami', 'cacat', 'ida']",cabut ppkm perintah lapang dada korban kipi alami cacat ida,-14,0
2022-12-22 04:07:26,"['dinkes', 'prov', 'kalsel', 'status', 'ppkm', 'level', 'tangan', 'covid', 'desember', '']",dinkes prov kalsel status ppkm level tangan covid desember ,1,1
2022-12-22 04:06:59,"['ppkm', 'henti', 'jelang', 'nataru', 'kabar', 'kabar', 'buruk', 'bilang', 'onoh', 'rakyat', 'kem']",ppkm henti jelang nataru kabar kabar buruk bilang onoh rakyat kem,-8,0
2022-12-22 04:06:37,"['jam', 'layan', 'operasional', 'cabang', 'sesuai', 'jam', 'layan', 'nasabah', 'kantor', 'caba']",jam layan operasional cabang sesuai jam layan nasabah kantor caba,3,1
2022-12-22 04:05:34,"['mari', 'kadinkes', 'kalsel', 'status', 'ppkm', 'jaga', 'prokes', 'status', 'bata']",mari kadinkes kalsel status ppkm jaga prokes status bata,2,1
2022-12-22 04:03:07,"['wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'rangka', 'laksana', 'ppkm', 'level', 'memba']",wib sd selesai laksana giat patroli gabung rangka laksana ppkm level memba,-1,0
2022-12-22 04:03:02,"['presiden', 'jokowi', 'sinyal', 'pergi', 'ppkm', 'tahun', 'fokus', 'presiden', 'joko', 'widodo', 'sinyal', 'seger']",presiden jokowi sinyal pergi ppkm tahun fokus presiden joko widodo sinyal seger,5,1
2022-12-22 04:02:30,"['denger', 'hbis', 'libur', 'nataru', 'ppkm', 'remuk', 'ekonomi', '']",denger hbis libur nataru ppkm remuk ekonomi ,-4,0
2022-12-22 04:01:48,"['anies', 'safari', 'politik', 'kmana', 'cengngesan', 'ppkm']",anies safari politik kmana cengngesan ppkm,-1,0
2022-12-22 04:01:36,"['pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'polsek', 'sumberlawang', 'rangka', 'pelaks']",pkl wib sd selesai laksana giat patroli gabung polsek sumberlawang rangka pelaks,-1,0
2022-12-22 04:01:02,"['ajw', 'pandemi', 'bngan', 'end', 'kah', '']",ajw pandemi bngan end kah ,-5,0
2022-12-22 04:00:06,"['me', 'time', 'teman', 'ngobrol', 'kayak', 'ppkm', '']",me time teman ngobrol kayak ppkm ,-2,0
2022-12-22 03:57:28,"['fr', 'iya', 'allah', 'beda', 'tahun', 'suka', 'ppkm']",fr iya allah beda tahun suka ppkm,5,1
2022-12-22 03:55:52,"['presiden', 'jokowi', 'ppkm', 'epidemiolog', 'ugm', 'urgensi']",presiden jokowi ppkm epidemiolog ugm urgensi,3,1
2022-12-22 03:54:16,"['ppkm', 'plonga', 'plongo', 'kayak', 'momo']",ppkm plonga plongo kayak momo,-3,0
2022-12-22 03:52:42,"['saewad', 'sekarepmu', 'atep', 'ppkm', 'arep', 'opo', 'blas']",saewad sekarepmu atep ppkm arep opo blas,0,1
2022-12-22 03:52:38,"['nonton', 'live', 'outlook', 'ekonomi', 'presiden', 'terang', 'ppkm', 'psbb', 'henti', 'tahun', 'bayang']",nonton live outlook ekonomi presiden terang ppkm psbb henti tahun bayang,3,1
2022-12-22 03:48:12,"['hbd', 'wyatb', 'gbu', 'cepat sembuh', 'tidak apa', 'hbu', 'ppkm', 'ppki', 'bpupki', 'pppk', 'merdeka']",hbd wyatb gbu cepat sembuh tidak apa hbu ppkm ppki bpupki pppk merdeka,0,1
2022-12-22 03:46:57,"['plonga', 'plongo', 'kayak', 'monyet', 'alias', 'ppkm']",plonga plongo kayak monyet alias ppkm,-6,0
2022-12-22 03:46:20,"['laksana', 'giat', 'patroli', 'yustisipenyekatan', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah']",laksana giat patroli yustisipenyekatan laksana ppkm level batas mobilitas pindah,-3,0
2022-12-22 03:45:53,"['presiden', 'joko', 'widodo', 'sinyal', 'cabut', 'atur', 'batas', 'giat', 'masyarakat', 'ppkm']",presiden joko widodo sinyal cabut atur batas giat masyarakat ppkm,-5,0
2022-12-22 03:44:49,"['dasar', 'kadrun', 'ppkm', 'protes', 'protes', 'hidup', 'ribet', 'banget', 'drun', 'kadrun']",dasar kadrun ppkm protes protes hidup ribet banget drun kadrun,-12,0
2022-12-22 03:42:50,"['ppkm', 'cabut', 'iya', 'tunggu', 'nataru', 'lupa']",ppkm cabut iya tunggu nataru lupa,-8,0
2022-12-22 03:41:50,"['laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah', 'masyarakat']",laksana giat patroli rangka laksana ppkm level batas mobilitas pindah masyarakat,-3,0
2022-12-22 03:41:26,"['tahun', 'ppkm']",tahun ppkm,0,1
2022-12-22 03:40:17,"['laksana', 'giat', 'patroli', 'gabung', 'polsek', 'sumberlawang', 'rangka', 'laksana', 'ppkm', 'level', 'bata']",laksana giat patroli gabung polsek sumberlawang rangka laksana ppkm level bata,-3,0
2022-12-22 03:39:37,"['ppkm', 'ntr', 'nyambung', 'umat', 'islam', 'rayamaulid', 'nabi', 'hubung', 'islam', 'klu']",ppkm ntr nyambung umat islam rayamaulid nabi hubung islam klu,11,1
2022-12-22 03:39:10,"['pergi', 'ppkmpsbb', 'jokowi', 'tahun']",pergi ppkmpsbb jokowi tahun,-2,0
2022-12-22 03:36:47,"['koko', 'refa', 'bos', 'pergi', 'ppkm', 'proyek']",koko refa bos pergi ppkm proyek,1,1
2022-12-22 03:36:12,"['iya', 'terbit', 'malu', 'ppkm']",iya terbit malu ppkm,-2,0
2022-12-22 03:34:57,"['laksana', 'giat', 'patroli', 'ppkm', 'level', 'monitoring', 'antri', 'bbm', 'spbu', 'wilayah', 'camat', 'sragen', 'anggota']",laksana giat patroli ppkm level monitoring antri bbm spbu wilayah camat sragen anggota,-1,0
2022-12-22 03:34:56,"['iya', 'terbit', 'malu', 'ppkm', 'putus', 'pali']",iya terbit malu ppkm putus pali,-4,0
2022-12-22 03:34:43,"['reformasi', 'rakyat', 'asupan', 'gizi', 'paksa', 'vaksinasi', 'harga', 'harga', 'butuh', 'pokok', 'tinggi']",reformasi rakyat asupan gizi paksa vaksinasi harga harga butuh pokok tinggi,-2,0
2022-12-22 03:32:17,"['lbran', 'kemarin', 'ppkm']",lbran kemarin ppkm,0,1
2022-12-22 03:31:32,"['ramadhan', 'kemarin', 'ppkm']",ramadhan kemarin ppkm,0,1
2022-12-22 03:29:22,"['ppkm', 'cabut', 'iya', 'tunggu', 'nataru']",ppkm cabut iya tunggu nataru,-6,0
2022-12-22 03:27:32,"['skb', 'bktya', 'kemarin', 'idul', 'fitri', 'nrmal', 'waepdhl', 'sblmy', 'mamad', 'blng', 'ppkm', 'muslim', 'ajajngn', 'prasangka', 'mlulu']",skb bktya kemarin idul fitri nrmal waepdhl sblmy mamad blng ppkm muslim ajajngn prasangka mlulu,1,1
2022-12-22 03:23:38,"['koordinator', 'batas', 'giat', 'masyarakat', 'ppkm', 'jawabali', 'airlangga', 'hartarto', 'indonesia']",koordinator batas giat masyarakat ppkm jawabali airlangga hartarto indonesia,-1,0
2022-12-22 03:23:00,"['anggota', 'komisi', 'ix', 'dpr', 'lucy', 'kurniasari', 'dukung', 'rencana', 'perintah', 'cabut', 'batas', 'giat', 'masyar']",anggota komisi ix dpr lucy kurniasari dukung rencana perintah cabut batas giat masyar,-6,0
2022-12-22 03:22:14,"['njir', 'kayak', 'au', 'au', 'perhati', 'wajah', 'tampan', 'pacar', 'ppkm', 'planga', 'plongo', 'kayak', 'meong']",njir kayak au au perhati wajah tampan pacar ppkm planga plongo kayak meong,-10,0
2022-12-22 03:21:09,"['presiden', 'joko', 'widodo', 'jokowi', 'beber', 'bahwan', 'covid', 'indonesia', 'tahun', 'terkenda']",presiden joko widodo jokowi beber bahwan covid indonesia tahun terkenda,4,1
2022-12-22 03:20:44,"['laksana', 'giat', 'patroli', 'gabung', 'polsek', 'sumberlawang', 'rangka', 'laksana', 'ppkm', 'level', 'memb']",laksana giat patroli gabung polsek sumberlawang rangka laksana ppkm level memb,-3,0
2022-12-22 03:17:54,"['umur', 'ppkm', 'plonga', 'plongo', 'kaya', 'monyet']",umur ppkm plonga plongo kaya monyet,-1,0
2022-12-22 03:17:13,"['kamis', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'laksana', 'ppkm', 'lev']",kamis desember pkl wib sd selesai laksana giat patroli laksana ppkm lev,4,1
2022-12-22 03:14:05,"['presiden', 'joko', 'jokowi', 'widodo', 'batas', 'giat', 'masyarakat', 'ppkm', 'hapus', 'tahun', 'in']",presiden joko jokowi widodo batas giat masyarakat ppkm hapus tahun in,-3,0
